QID	Question	DocumentID	DocumentName	RelevantPassages
72	What Correlation Connects Mikhail Gorbachev To The Soviet Union Dissolution?	512	Mikhail_Gorbachev.html	0
1146	What are the descriptions of the Rugby League?	386	Rugby_league.html	9,10
33	How did the Iberian peninsula come under Roman rule?	549	Iberian_Peninsula.html	10,11
808	How is agriculture fundamental to life?	280	Agriculture.html	0
1955	Are Slaves responsible for jazz?	590	Jazz.html	11
3101	What is the origin of the name Louisiana?	555	Louisiana.html	2,3
1566	What special case rules does the Germanic language have for verbs?	43	Germanic_languages.html	28,29
373	Why did secretary Tom Vilsack express a desire to resign?	115	United_States_Department_of_Agriculture.html	5
2444	How does the The NFL preseason operate?	146	National_Football_League.html	16,17
2900	What does the spanish language have to do with the name oregon?	722	Oregon.html	3
3430	Why were the British Army politically and militarily involved in Ireland since being awarded the Lordship of Ireland in 1711?	594	British_Army.html	6
2789	How was Luxemburg ruled during WWII?	842	Luxembourg.html	6
1652	How would the OSD's job responsibilities be characterized.	157	United_States_Department_of_Defense.html	5,6
3704	What is the geography of Missouri?	829	Missouri.html	1
1160	What was the effect of NATO on military technologies?	470	NATO.html	5,6
4181	What are characteristics of State Schools in Bangladesh?	317	State_school.html	5,6
3825	Why are road signs and street names in Brussels in two different languages?	652	Brussels.html	0,1
3671	What did Methodism do for women in its time?	335	Methodism.html	6,7
3345	What is the history of the first settlers of Toronto?	491	Toronto.html	3,4
3934	What museums curate Guinness World Records?	698	Guinness_World_Records.html	10,11
1206	How did Russian influence dissolve the power of the Siberian Khan in the 16th century?	206	Siberia.html	4
1300	What is the geographic distributions and dialects of Mandarin Chinese?	54	Mandarin_Chinese.html	13,14,15
1524	How did people at the time of Vespucci have an inkling that the New World might be connected to Asia by an ocean?	414	New_World.html	8
2531	How is policing divided in London?	130	London.html	24,25
3902	How did Singapore rise from a Third World economy to a First World affluence in a single generation?	831	Singapore.html	8,9
3237	What percentage of the population is nomadic or semi-nomadic?	85	Mongolia.html	1
2627	What are some of the significant effects that McDonald's is causing in the egg industry since 2015?	581	McDonald's.html	28
2105	What is the geography of Oklahoma?	724	Oklahoma.html	2,3
2633	What is Tennessee's stance on the death penalty?	411	Tennessee.html	63,64
1288	How did the Appalachian Mountains receive their name?	765	Appalachian_Mountains.html	2
1149	What classifies a country as developed or developing in the United Nations?	530	Developing_country.html	1,2
1692	How is evolution defined by common descent?	132	Evolution.html	61,62
4056	Why do market economies not necessarily imply the existence of free-market capitalism?	664	Market_economy.html	1
2238	How did Jerusalem come under Macedonian control?	654	Jerusalem.html	15
1739	How did the gold rush of 1829 influence the growth of Georgia?	437	Georgia_(U.S._state).html	3,4
1001	Why is Washington's religious beliefs been debated?	219	George_Washington.html	80,81
510	What happened during the Rivalry with the Netherlands in Asia?	420	British_Empire.html	13,14
475	How is flexibility and advantage of hydroelectricity?	817	Hydroelectricity.html	12,13
4062	What is the relationship between langue and parole in language?	170	Linguistics.html	1
2709	What is Karma?	495	Buddhism.html	10,11
1079	What is the Cairo Geniza?	433	Cairo.html	33
3509	What are some fundamentals for different strands of nationalism?	826	Nationalism.html	1
767	What was the relationship between oil and politics in the 1970s?	827	Venezuela.html	18
1671	What characterized the African-American Civil Rights Movement (1954-1968)?	208	African-American_Civil_Rights_Movement_(195468).html	0
1904	What are the origins of the Premier League?	138	Premier_League.html	3,4
1224	How did Jewish ancestry arise?	630	Jews.html	4,5
3373	What sorts of buildings are typical of the history of Madrid architecture?	457	Madrid.html	25,26
1327	How did the Mongol invasion affect Hungary?	511	Hungary.html	11,12
454	How are Lisbon's neighborhoods structured?	124	Lisbon.html	23
3745	How did Jehovah's Witnesses emerge?	599	Jehovah's_Witnesses.html	0
2424	How did the colonies come to be named?	587	Thirteen_Colonies.html	1,2
349	What is Queen Elizabeth II's legacy?	395	Elizabeth_II.html	1,40
52	What was the Rhine to ancient Rome?	161	Rhine.html	47,48
508	What are the early origins of the British Empire?	420	British_Empire.html	5,6
2960	How are the various Latino populations in Colorado changing the state's demographics?	189	Colorado.html	34,35
2573	What are musical and lyrical elements of punk rock?	435	Punk_rock.html	6,7,8,9
3013	What was architecture like during the Byzantime empire?	294	Romanesque_architecture.html	8
1826	Why was the Warsaw Pact established?	51	Warsaw_Pact.html	0
2263	How was Paris seen as the center of the age of enlightenment?	141	Age_of_Enlightenment.html	4
2513	Why is the name "holland" not a proper name for the country?	725	Netherlands.html	4
95	What was the British response to the Boston Tea party?	521	American_Revolution.html	0
2738	How did the Roman Kingdom influence Old Latin?	354	Latin.html	10
1927	What was the disarmament strategy for Iraq before the war?	706	Iraq_War.html	4
3611	What is the history of the Spanish phonetic system?	156	Spanish_language.html	10,11
4107	What characterizes Beijing's climate?	338	Beijing.html	17,18
543	Why do the dates marking the start of modern art vary so widely?	613	Modern_art.html	2
839	Going by its famous Big Blue brand, what is today's IBM structural picture & how can we distinguish its workforce from everybody else on the market place?	620	IBM.html	1
3173	How did the Welsh language evolve?	133	Welsh_language.html	2
2932	How can we link the Articles of Confederation and Perpetual Union to the United States first ever default on its outstanding debt obligations?	40	United_States_Constitution.html	3,4
1514	How is "university" used colloquially?	562	University.html	27,28
929	How did the "British Invasion" start?	230	The_Beatles.html	20,21
3516	What is the function of the judiciary in the US?	421	Judiciary.html	5
142	What is the status in international law of the Holy See?	269	Holy_See.html	7
2381	What Are The Connections Between The Torah & The Hebrew Language?	554	Hebrew_language.html	1,2
4153	How does the human development index affect the country rankings?	48	Developed_country.html	3
3889	What was New York's contribution to immigration expansion?	507	New_York.html	17
3278	How did Aristotle's views on physical science influence medieval scientific advancement?	843	Aristotle.html	1,2
1949	How does Colombia determine university placements and study tracks?	813	Bachelor's_degree.html	40,41
2861	How did human settlement come to Sydney?	791	Sydney.html	3
3603	Although folk music is difficult to categorize, how would you describe the primary characteristics?	426	Folk_music.html	2
2962	Which crafts and missions have reached the moon?	261	Moon.html	2
2612	What factors are representative of the revival during the 12th Century Renaissance?	97	Byzantine_Empire.html	51,52
1431	How did the rivers affect the lives of the people?	10	Mesopotamia.html	30,31,32,33
2936	What is the rhythm and tempo of heavy metal?	821	Heavy_metal_music.html	8,9
374	What are the origins of the name Liverpool?	780	Liverpool.html	3
3296	How has the French language influenced countries outside of France?	700	French_people.html	14,15
1696	What cause the rapid growth of the Library of Congress post Civil War?	309	Library_of_Congress.html	1,2
975	In what ways did the Norman Conquest shift the primary cultural influence in English from Danish to French?	502	English_people.html	12
1730	why is the term Asian American up for so much debate?	539	Asian_Americans.html	5,6
1091	How might different states under a federation come to have unequal amounts of power?	216	Federation.html	4
4103	What is the status of indigenous movements during recent times?	385	Indigenous_peoples_of_the_Americas.html	55,56,57
1699	What was Thomas Jefferson's importance to the Library?	309	Library_of_Congress.html	3
1543	Why do scholars find it difficult to find precision in designating Native language?	468	First_language.html	5,6
1143	What is Rugby League?	386	Rugby_league.html	0,1
255	Why is the Mediterranean subject to "intensive evaporation"?	227	Mediterranean_Sea.html	13,14
2569	What resulted from the 2008 financial crisis and ultimate collapse of the coalition government?	689	Iceland.html	48,49
660	How does YouTube work to appeal to children?	758	YouTube.html	8
2014	Why is a dictator not necessarily a de facto ruler?	835	De_facto.html	4
3450	Why did Bezos decide on the Amazon name?	334	Amazon.com.html	2
2860	What characterizes Sydney's economy?	791	Sydney.html	1,2
468	How is Copenhagen a green city?	606	Copenhagen.html	34,35
687	What is the origin of the name New Zealand?	45	New_Zealand.html	3
3083	What caused Amsterdam to decline during the 18th and 19th centuries?	607	Amsterdam.html	6
649	Many Of The Worlds Ports Trade Activities Depend On The Navigability Of The Indian Ocean: Elaborate?	717	Indian_Ocean.html	17,18,19
967	How is the word "Pope" derived from?	69	Pope.html	2
3615	What are municipalities in the UK?	516	Municipality.html	3,4
3103	What distinguishes Kisatchie National Forest?	555	Louisiana.html	21
4047	How could technology and digital storage possible correlate to DNA?	809	DNA.html	54,55
1969	How did the Pharaohs restore prosperity during the Middle Kingdom era?	641	Ancient_Egypt.html	9,10
2817	does biology have a unifying concept despite being a broad scope?	841	Biology.html	0
684	How did the October Revolution affect the formation of the soviet Union?	78	Soviet_Union.html	0
120	Why is it so difficult to determine what constitutes "Western culture"?	748	Western_culture.html	1,2
123	Describe how Western rationalism blended with scientific advancement during the Age of Enlightenment?	748	Western_culture.html	15
2779	How did the Native Americans plant their maize?	191	Maize.html	31,32
987	How does venue construction affect water?	305	International_Olympic_Committee.html	20,21,22
1168	How did television affect NBC?	416	NBC.html	19,20,21
3627	What is the goal of the National Register of Historic Places?	262	National_Register_of_Historic_Places.html	1
479	Why did Ottoman Turkish traveller Evliya Celebi notice similarities in indo-European languages?	42	Indo-European_languages.html	2,3
3800	What is nationalization?	384	Nationalization.html	0
265	Why is Lake Itasca traditionally accepted as the source of the Mississippi?	408	Mississippi_River.html	5
544	How does modern art relate to previous art?	613	Modern_art.html	0
722	What possible reasons have historians provided for why Elizabeth never married?	363	Elizabeth_I_of_England.html	19,20
1341	What is the origin of the name Romani?	172	Romani_people.html	3,4
4102	What agricultural contributions can be attributed to the American indigenous peoples?	385	Indigenous_peoples_of_the_Americas.html	17,18,19,20
646	In Short, What Is the India Ocean?	717	Indian_Ocean.html	0
2784	How does pollution affect life expectancy?	429	Life_expectancy.html	10,11
42	Is the original meaning of ethnic discriminatory?	47	Ethnic_group.html	2
1085	What is the derivation of the term "blues"?	300	Blues.html	3,4
759	What defines an Election of minor parties?	584	Proportional_representation.html	6
2097	Why is Sanskrit significant?	513	Sanskrit.html	3
923	What is Public University?	839	Public_university.html	0
3580	What are the advantages of autonomous cars?	32	Car.html	33,34
1350	How did languages spread throughout the Roman empire?	676	Roman_Empire.html	18,19
860	What are the public lands of Wyoming?	612	Wyoming.html	5
3813	How does the city of Seoul's language preference differ from the rest of Korea?	602	Seoul.html	4
2075	Why did the Berlin Wall fall?	604	Cold_War.html	71,72
3095	How is music created on-the-fly without any pre-defined composition?	781	Music.html	12
2081	How did Thailand avoid colonization?	860	Thailand.html	8,9
466	Why was most of early Copenhagen lost in the 18th century?	606	Copenhagen.html	12
2806	What makes up a freshwater ecoregion?	307	Ecoregion.html	9
1707	How is the South Korean government divided and explain those divisions?	355	South_Korea.html	27,28
525	What did the educational system look like in Czechoslovakia?	481	Czechoslovakia.html	28
2436	What is the Wide Streets Commission?	67	Dublin.html	9
3577	What are the benefits of cars?	32	Car.html	2,3,29
736	What are the ethics of Taoism?	3	Taoism.html	0
3899	Why did conflicts of interest arise in Clinton's first presidential campaign?	259	Bill_Clinton.html	23
1554	What is the origin of the name Nepal?	223	Nepal.html	5,6,7
1495	How did Illinois come to have an culturally Appalachian population (in certain parts)?	99	Illinois.html	1
1986	What is the structure of Canada's bicameral federal political system?	5	Bicameralism.html	5
540	How is religion perceived in Papua New Guinea?	253	Papua_New_Guinea.html	34,35
2283	How did the Old Persian language evolve?	482	Persian_language.html	6,7
1868	Why do trade diversions impede free trade?	383	Free_trade.html	4,5
3926	How are UNSC policies enforced?	667	United_Nations_Security_Council.html	1,2
3250	How Do Members Of The Council Of Europe Communicate?	483	Council_of_Europe.html	1
3898	How did Bill Clinton reform the Arkansas education system?	259	Bill_Clinton.html	17,18
3458	How can one actully make the case for Broadway as a popular tourist attraction in New York City,  by the numbers?	572	Broadway_theatre.html	0
4043	What is the function of DNA?	809	DNA.html	1
3809	How did Folk develop a classification system?	372	Limestone.html	5,6
1689	How has the economy of Sicily grown during recent times?	836	Sicily.html	41
1191	What sort of activities are popular with tourists in Jordan?	211	Jordan.html	52,53
2798	What is the land used for in the area?	116	Northeastern_United_States.html	9,10
2368	Succintly, What Is Malta As A Country?	103	Malta.html	0
2915	How did the term left-wing politics come into being?	11	Left-wing_politics.html	1
3888	What was New York's role in America's independene?	507	New_York.html	7,8
1567	In what way could one state that Theodore Roosevelt Jr. was a genuinely complex & manifold statesman?	277	Theodore_Roosevelt.html	0
268	How does poverty effect the PPP?	648	Purchasing_power_parity.html	22
2829	What dEnglish cuisine?	669	England.html	70
3064	What affects humid subtropical climate in Eastern Asia?	693	Humid_subtropical_climate.html	4
2593	How does the Baha'i faith incorporate mystical elements?	517	Bah'_Faith.html	9
2058	What are the archaeogenetics of Oceania?	461	Oceania.html	6,7
3895	How did Clinton become interested in law?	259	Bill_Clinton.html	6
3252	How did Spain influence Central America in the years after 1538?	695	Central_America.html	1,4,28
2445	How are NFL regular season games handled?	146	National_Football_League.html	18,19
1866	How does free trade lead to a net overall gain, according to its advocates?	383	Free_trade.html	4
3172	What is Italy's status in global exports?	834	Italy.html	41
2382	Why did the state get the name Arizona?	367	Arizona.html	2,3
988	What is the nature of how data from International Futures are analyzed?	104	International_Futures.html	1,2
1190	How has Jordan handled its Palestinian immigrants?	211	Jordan.html	64
864	What actions did Germany take as the war began?	403	Allies_of_World_War_I.html	2
3513	In what ways does majority rule characterized democracy?	199	Democracy.html	4
2082	What was Thailand's role in World War II?	860	Thailand.html	10
1865	Why is FDI proven to be a good thing?	324	Foreign_direct_investment.html	8
216	What is the history of Japanese Coats of Arm or Emblems?	733	Coat_of_arms.html	10,11
1642	After 1936, why did the relationship between the Nationalist Government and Italy change?	64	Allies_of_World_War_II.html	14
2519	What caused interracial children of colonial women born free?	681	Multiracial_American.html	6,7
2503	How has logging affected the states flora?	726	Minnesota.html	7
85	What impositions was Korea subjected to during the Japanese Occupation?	776	North_Korea.html	12,13,14
761	What events led to the end of British influence in Australia?	71	Australia.html	9,10
569	What is the role of head of state in Japan?	38	Head_of_state.html	6
16	How was buddism allowed to become the state religion?	52	Vietnam.html	6
3370	How did Madrid emerge as a city in ancient civilization?	457	Madrid.html	2,3
304	How did the New York State's gradual abolition act of 1799 affect African Americans in New York?	731	New_York_City.html	14,15
2399	How was The Times founded?	406	The_Times.html	3,4
3689	What is the etymology of Venice?	816	Venice.html	2,3
1658	What was the original format of the dollar in comparison to today's money?	186	United_States_dollar.html	16,17
2354	What is the Korean language related to?	747	Korean_language.html	0
2515	What were the reasons for the outcome of the Civil War?	333	American_Civil_War.html	69
1874	What type of demographics does the city have?	158	Cleveland.html	16,17,18,19
3375	What distinguishes an island from a continent?	231	Island.html	2
2198	What was R&B like in the late 1940s?	739	Rhythm_and_blues.html	5,6,7
2125	How is the euro used as reserve currency?	736	Euro.html	18,19
1395	How did the Anglo-Saxon cultural identity become established?	432	Anglo-Saxons.html	1
716	What are the physical characteristics of Ireland?	779	Ireland.html	0,1,2
1773	What was the original plan for the OECD?	328	Organisation_for_Economic_Co-operation_and_Development.html	0,1
4147	How is Tagalog related to other languages?	619	Tagalog_language.html	0,5
2241	What powers does the commander-in-chief wield in Canada?	785	Commander-in-chief.html	5
330	What were the major events during the 1896 Summer Olympic Games?	382	Summer_Olympic_Games.html	6,7
286	Why were native artworks considered pagan by Spanish explorers?	564	South_America.html	13
1178	How was the Inca political system structured?	222	Peru.html	6,7
1978	What is the purpose of a Senate filibuster?	777	United_States_Senate.html	29,30
3207	What were Ceasar's last words?	508	Julius_Caesar.html	42
726	Why was USA Today created?	857	USA_Today.html	0,1
44	Why should the ethnic grouping construct be consider a result of culture?	47	Ethnic_group.html	6,7
2308	Why does the Big Six predominate in international competitions?	848	Ice_hockey.html	2,3
2949	Why would a prime minister resign?	487	House_of_Commons_of_the_United_Kingdom.html	3
1120	How did the word "Einstein" come to be synonymous with "genius?"	196	Albert_Einstein.html	3,40,41
2455	How did the Republican Party gain the nickname the "Grand Old Party"?	456	Republican_Party_(United_States).html	20,21
2530	What are the difficulties in determining whether a protected area is successfully aiding the environment?	490	Protected_area.html	1
1767	What political conflicts led to the Bosnian War in 1990?	790	Bosnia_and_Herzegovina.html	32,33
1915	How did the US react when Pakistani troops fired on ISAF helicopters?	583	War_in_Afghanistan_(200114).html	45
990	How do scenarios operate with the software?	104	International_Futures.html	3
230	How did Hindi develop from its Sanskrit roots?	86	Hindi.html	8
3425	What role has Catholicism played on the practices of the English Church?	720	Church_of_England.html	16,17
2521	What does 2002 DNA research find about White Americans?	681	Multiracial_American.html	23
1386	What is the history of Vulgar Latin?	66	Romance_languages.html	5
3159	What is the benefit of global city status?	715	Global_city.html	0,1
1605	How did the princess spread German influence during the Hohenstaufen period?	65	Holy_Roman_Empire.html	15,16
1903	What is the Premier League?	138	Premier_League.html	0,1
3444	How does Canada define an urban area?	729	Urban_area.html	5,6
1215	How does acceptance or rejection of syncretism affect interactions between groups?	452	Syncretism.html	2
1782	How did Marx view the relationship between social change and economic forces?	678	Karl_Marx.html	61,62
3943	How does the World Bank help undeveloped nations?	524	World_Bank.html	16,17
1814	what led to the reforms of the 1960s?	597	West_Germany.html	13,14
1187	How was uranium discovered?	745	Uranium.html	14,15
1148	Why is there criticism of the use of the term undeveloped country?	530	Developing_country.html	0,11
1048	How might a Structural Adjustment Program benefit the country receiving a loan?	525	International_Monetary_Fund.html	7
1136	What is the geography of Tunisia?	345	Tunisia.html	24,25,26
615	How was Ali's rule over the caliphate contested?	686	Shia_Islam.html	6,7
1956	How did a W.C. Handy shape blues, and jazz through contribution?	590	Jazz.html	20,21
1516	What are the methods of local, national, and international travel in Melbourne?	696	Melbourne.html	2,3
2994	What defined Queen Victoria's early reign?	577	Queen_Victoria.html	12,13,14
2460	What do many cities along the great lakes owe their existence to?	446	Great_Lakes.html	36
3487	How did WWII change the geographic distribution of the Polish language?	236	Polish_language.html	5
148	Why are rapid transit systems cost effective?	290	Rapid_transit.html	25
3569	How was Scotland influenced by King Edgar?	14	Scottish_people.html	3,4
2527	What kinds of protected areas exist?	490	Protected_area.html	0
1330	How did the ethnic composition of Hungary change from the Ottoman wars	511	Hungary.html	18,19
2745	Do any festivals occur in Lyon?	459	Lyon.html	1
3951	How was Fox able to survive in its early years of broadcasting without incurring the costs of a legally defined network?	213	Fox_Broadcasting_Company.html	7
18	Why was it difficult for communism to spread in 1960 and 1962?	52	Vietnam.html	13,14
334	How did the Habsburgs expand their influence?	332	House_of_Habsburg.html	3,4
3305	How did Calvinism spread through Europe?	358	Calvinism.html	7,8
563	How did the Marshall Plan influence the European economy and culture?	685	Marshall_Plan.html	48,49
931	What is the most common definition for continental Europe?	609	Continental_Europe.html	0
3391	How has the Nigerian military been deployed since 1995?	394	Nigeria.html	35
1441	How did Guam attain its present status under the United States?	632	Guam.html	14,15
1270	How did Catholics treat Jews in medieval and early modern Europe?	312	Freedom_of_religion.html	10
1635	What role did traditionalism play in the rise of a modernism philosophy?	666	Modernism.html	0,1,10
3969	Why do some members of the LGBT community not want to be part of the community?	580	LGBT.html	14,15
3549	What major events defined the 19th century for Budapest?	79	Budapest.html	10,11,12
616	What are the roles of Imami Shia?	686	Shia_Islam.html	10,11,37
3744	How are firms that spend large amounts of money on research and development perceived?	323	Research_and_development.html	3
2395	How is the World Cup trophy awarded?	675	FIFA_World_Cup.html	15,16
1715	How did cricket spread globally?	264	Cricket.html	3
3167	What is the relationship between urban area and population density?	542	Population_density.html	3
3247	What Is The Council of Europe?	483	Council_of_Europe.html	0
453	What are the details of Lisbon's status as a capital city?	124	Lisbon.html	3
1887	Why is the name "British Isles" controversial?	451	British_Isles.html	3,4
1181	Why was the government criticized in 2011?	205	Georgia_(country).html	36
3610	What is the syntax of Spanish?	156	Spanish_language.html	9
1897	Why might a capital city be symbolically relocated?	771	Capital_city.html	17,18
1725	What was Japan's role in Korea?	70	Korean_War.html	6
3325	What does The Ahmadiyya movement's name refer to?	718	Ahmadiyya.html	2,3
86	What were the political and geographical outcomes of the Korean War?	776	North_Korea.html	17,18
1614	What was the role of Cologne in Protestant-Catholic conflicts?	750	Cologne.html	10,11
4019	How can the .. veto resolutions?	798	Permanent_members_of_the_United_Nations_Security_Council.html	0,2
1648	What kind of control does the Parliament have over budgets?	475	European_Parliament.html	21,22
2249	What are the origins of the Italian language?	306	Italian_language.html	2,3
2838	Explain how advertisement found its way into Formula One.	41	Formula_One.html	8,9
4170	What was Russia's role in the victory over Germany in WWII?	361	Russians.html	18
3587	What kinds of war crimes were committed by the Japanese military in World War II?	125	Empire_of_Japan.html	58,59
2115	What characterized social order in the neolithic period?	701	Neolithic.html	17
1477	Why did the Georgia General Assembly vote to build the Western and Atlantic Railroad?	518	Atlanta.html	2,3
1602	How did Otto's decisive victory over the Magyars in the Battle of Lechfeld help form the kindom?	65	Holy_Roman_Empire.html	6,7
2328	Why does downtown Boston's streets not form a planned grid?	169	Boston.html	57,58
3941	How did the World Bank combat its low reputation after the 1980s?	524	World_Bank.html	6
1	Why did the Syrian Civil War happen?	267	Syria.html	34,35
2147	What are the economic conditions of East Asia?	179	East_Asia.html	4,5
1297	What are the Mandarin Chinese dialects?	54	Mandarin_Chinese.html	0
2945	What is the history of the faces on American money?	186	United_States_dollar.html	16,17
2566	Why has Iceland experienced widespread deforestation?	689	Iceland.html	27,28
2059	What was the United States Army role in the war of 1812?	12	United_States_Army.html	3,4
2481	In Retrospect, How Did the Miami Of Yore Turn Into Today's MIAMI.	472	Miami.html	2,3,4,5
620	What are the lower 48 and why is this term not ideal?	175	Contiguous_United_States.html	2
1675	How did Freedom Rides affect the African-American Civil Rights Movement (1954-1968)?	208	African-American_Civil_Rights_Movement_(195468).html	42,43
3997	What caused Russia to expand its territory to the Black Sea?	504	Port.html	4
383	Why is possession of nuclear weapons a key issue for leaders around the world? What dangers does a nuclear arms race hold?	159	Nuclear_weapon.html	20
3285	How much of the earth is covered by alpine climates?	405	Alpine_climate.html	4
4049	How did the holiday Passover originate?	656	Judaism.html	44
438	What are non-renewable resources, from a human perspective?	194	Natural_resource.html	5
3575	What was Prague's role during the cold war?	350	Prague.html	20,21
3244	Why can international comparisons of per capita income be misleading?	499	Per_capita_income.html	1,2
3924	What was important about revitalizing Hollywood?	591	Hollywood.html	11
2089	How did the Connecticut Compromise solve the issue of representation by population or by equal members?	436	United_States_House_of_Representatives.html	3
2370	Concisely, Could You Elaborate On The Relationship Between The Italians & Maltese People?	103	Malta.html	3
1840	What does the religious motto of the Jesuits reflect about their religious beliefs and practice?	749	Society_of_Jesus.html	10
2332	What industries play a major role in Ohio's economy?	315	Ohio.html	31
989	What are some outcomes from the African Futures project?	104	International_Futures.html	5
3109	How did jazz, swing and blues lead to rock and roll?	248	Rock_and_roll.html	4,5
3978	How did conscription work during the medieval feudal period in Europe?	251	Conscription.html	3,4
1282	What powers for the President does Article II of the US Constitution lay out?	601	President_of_the_United_States.html	0,1
1684	What advancements were made in televisions in the 1920s?	794	Television.html	8,9,10
724	What was Elizabeth's role in the execution of her sister?	363	Elizabeth_I_of_England.html	32,33
2358	How is the Korean language constructed?	747	Korean_language.html	16
2288	How did Wisconsin's name come about?	688	Wisconsin.html	1
2910	How did Elvis Presley begin to stand out from his peers?	595	Elvis_Presley.html	10
3974	How did Christianity transform the Irish people?	782	Irish_people.html	13
4070	What is the legacy of slavery in Colombia in the 16th century?	24	Colombia.html	10
1414	What sorts of colleges make up the institution?	401	University_of_Oxford.html	0,19
3259	What is required for a representative democracy to remain stable?	210	Representative_democracy.html	6,7
1861	Why do firms engage in Foreign Direct Investment?	324	Foreign_direct_investment.html	2
1549	Why were marked distinctions made between west and east Europe?	176	Eastern_Europe.html	11,12
3952	How did its venture into sports make Fox a viable competitor to the Big Three?	213	Fox_Broadcasting_Company.html	12,33
3108	What are the immediate roots of rock and roll?	248	Rock_and_roll.html	3,4
1268	How did the city of Medina establish religious freedom in the 7th century?	312	Freedom_of_religion.html	2
785	How does legislative size affect efficiency and representation?	610	Legislature.html	5
2003	Although black American men were granted the right to vote after the American Civil War, what measures were taken to try to reduce that right?	271	Universal_suffrage.html	7
1667	How has biotechnology lead to the development of antibiotics?	665	Biotechnology.html	6
3742	How is research and development important for business?	323	Research_and_development.html	5
3205	How contested was Ceasar's election?	508	Julius_Caesar.html	12
2500	What is the etymology of the word Minnesota?	726	Minnesota.html	1,2
3144	Why did the English reformation follow a different course than the Reformation in Continental Europe?	450	Protestant_Reformation.html	22,23,24,25
3032	How did China Improve their transportation system for the Olympics?	662	2008_Summer_Olympics.html	10
3196	How did the Acts of Union establish the Royal Navy?	68	Royal_Navy.html	8,9
787	Why is the phrase "seat" used to describe a position on a legislature?	610	Legislature.html	2
2987	What are some controversies surrounding Pentacostalism?	100	Pentecostalism.html	57,58,59,60
1853	How did slaves gain independence in Mauritania?	787	Slavery.html	12,13
2562	What effects did the invention of the cotton gin have on the Industrial Revolution in Britain?	184	Cotton.html	8,9
4073	How is Al-Queda organized?	847	Al-Qaeda.html	2,3
2470	What is the architectural description of the White House?	846	White_House.html	11,12,13
4186	What occurred during the French rule of Haiti?	544	Haiti.html	9,10,11,12
512	What occurred during the Spanish period of San Diego?	788	San_Diego.html	2,3
2715	How does Confucianism relate to the pursuit of unity?	714	Confucianism.html	9
3873	What was the significance of Woodrow Wilson's 14 points?	215	Treaty_of_Versailles.html	3,4
614	How do Shias believe that Ali is Muhammad's successor?	686	Shia_Islam.html	3
1108	How does a site become nominated to be a World Heritage site?	533	World_Heritage_Site.html	5,6
169	How did the USSR conceal its role in Eastern Bloc politics?	201	Eastern_Bloc.html	6,7,8,32,33
3014	How did the Crusades of 1095-1270 lead to more consistent style and building methods across Europe?	294	Romanesque_architecture.html	9
3004	How is the Head of the Commonwealth determined?	425	Commonwealth_of_Nations.html	8
1817	What characterized the economic miracle?	597	West_Germany.html	28
2980	Compared To Other Metals How Do Iron Layers Form Relative To Oxydative Chemestry?	651	Iron.html	1
3607	How did Vulgar Latin evolve according to Pidal?	156	Spanish_language.html	5,6
711	How does soil affect the chemistry of wetlands?	127	Wetland.html	9
3157	What is the purpose of the global city ranking?	715	Global_city.html	4
1539	How is India's ethnic group indicated by the mother language ?	468	First_language.html	2
290	How well is El Salvador developing economically?	266	El_Salvador.html	2
1198	How is Jesus's nativity described?	316	Jesus.html	14,15
4077	What events caused the Soviet Union to begin?	78	Soviet_Union.html	0
920	Why is the exact chronology of the Dirty War unknown?	690	Argentina.html	17
2018	How does a de facto monopoly differ from a legally enforced monopoly?	835	De_facto.html	9
260	What occurred in Los Angeles during the Spanish period?	112	Los_Angeles.html	3,4
2390	What relationship does Geneva have with French speakers?	62	Geneva.html	31
547	How is rugby played?	509	Rugby_football.html	5,6,7
3814	Why was it once thought that the name London had a Celtic origin?	130	London.html	4
2650	How did Northern Italy resemble a republic?	803	Republic.html	3,4
3356	What are the roots of the word Endemism?	225	Endemism.html	0,1
360	HOW DID THE FOUNDATION OF THE COURT BEGIN?	858	Supreme_Court_of_the_United_States.html	1,2
504	What were the characteristics of Shakespeare's early plays?	532	William_Shakespeare.html	16,17
3409	Why was the Congress of Vienna held?	453	Congress_of_Vienna.html	0
1631	What is the OECD?	328	Organisation_for_Economic_Co-operation_and_Development.html	0,8
3050	What occured during the 1987 elections and with the constitution in Suriname?	526	Suriname.html	12
3418	Why was there an explosion of culture and scientific advancement in early 20th century Berlin?	635	Berlin.html	9,10
2216	What is the early history of Congress?	849	United_States_Congress.html	5
1462	Why did Denmark adopt a policy of political neutrality in the mid-1800s?	247	Denmark.html	15
1601	How has the official name of the Holy Roman Empire evolved over time?	65	Holy_Roman_Empire.html	2,3
2827	What events resulted in the large Roman influence on England?	669	England.html	8,9
1467	What were the results of the February Revolution?	407	Russia.html	20
3656	How does Florida use energy and water?	75	Florida.html	31
2637	What is the Golden Triangle of Pittsburgh?	578	Pittsburgh.html	16,17
1458	What factors allow Denmark to enjoy such a high standard of living?	247	Denmark.html	3
731	What is a flowering plant?	27	Flowering_plant.html	0
3816	What are the reasons for the decline of the city of London in the 5th century?	130	London.html	7,8
804	What were some events that were part of the NBA gains in popularity?	214	National_Basketball_Association.html	9,10,11,12
457	What makes the Westminster system different than an electoral system?	478	Executive_(government).html	1
4027	How does geography affect the culture of Dublin?	67	Dublin.html	17,18
